date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:34:36	401/401	---M--	200	added ('OK')	text/plain	etag:%221e41e58251ed71:0%22	http://teretacorda.ioc2u.com/robots.txt		(from )
17:34:37	33190/33190	---M--	200	added ('OK')	text/html	date:Thu,%2013%20Oct%202022%2021:34:34%20GMT	http://teretacorda.ioc2u.com/	D:/capturador%20de%20clientes%20potenciales/Captura%20de%20clientes/teretacorda.ioc2u.com/index.html	(from )
17:34:38	377/377	---M--	200	added ('OK')	text/css	etag:%2230d8d9d9391ed71:0%22	http://teretacorda.ioc2u.com/site/include/bg_image.css	D:/capturador%20de%20clientes%20potenciales/Captura%20de%20clientes/teretacorda.ioc2u.com/site/include/bg_image.css	(from http://teretacorda.ioc2u.com/)
17:34:41	1111/1111	---M--	200	added ('OK')	text/css	etag:%22b3403ae5391ed71:0%22	http://teretacorda.ioc2u.com/site/SocialWidget/SocialWidget.css	D:/capturador%20de%20clientes%20potenciales/Captura%20de%20clientes/teretacorda.ioc2u.com/site/SocialWidget/SocialWidget.css	(from http://teretacorda.ioc2u.com/)
17:34:42	1132/1132	---M--	200	added ('OK')	text/html	date:Thu,%2013%20Oct%202022%2021:34:40%20GMT	http://teretacorda.ioc2u.com/site/Bio.asp?KL=392245	D:/capturador%20de%20clientes%20potenciales/Captura%20de%20clientes/teretacorda.ioc2u.com/site/Bio548c.html	(from http://teretacorda.ioc2u.com/)
17:34:44	2143/2143	---M--	200	added ('OK')	application/javascript	etag:%22fda23ce5391ed71:0%22	http://teretacorda.ioc2u.com/site/SocialWidget/SocialWidget.js	D:/capturador%20de%20clientes%20potenciales/Captura%20de%20clientes/teretacorda.ioc2u.com/site/SocialWidget/SocialWidget.js	(from http://teretacorda.ioc2u.com/)
17:34:44	89476/89476	---M--	200	added ('OK')	text/javascript	date:Fri,%2008%20May%202020%2007:05:03%20GMT	http://ajax.googleapis.com/ajax/libs/jquery/3.5.1/jquery.min.js	D:/capturador%20de%20clientes%20potenciales/Captura%20de%20clientes/ajax.googleapis.com/ajax/libs/jquery/3.5.1/jquery.min.js	(from http://teretacorda.ioc2u.com/)
17:34:47	130628/130628	---M--	200	added ('OK')	image/jpeg	etag:%22905ee08d5361d51:0%22	http://images4.pricelesspossibilities.com/PLS/BG/back61.jpg	D:/capturador%20de%20clientes%20potenciales/Captura%20de%20clientes/images4.pricelesspossibilities.com/PLS/BG/back61.jpg	(from http://teretacorda.ioc2u.com/)
